text,department,sentiment,id
L'accoglienza è stata poco professionale,Reception,neg,225
Il buffet è scarsa,F&B,neg,30
La reception risulta attento alle richieste,Reception,pos,39
Il personale è professionale,Reception,pos,222
Durante il soggiorno il personale è stato scortese,Reception,neg,124
Durante il soggiorno la camera è stata piena di polvere,Housekeeping,neg,203
cmera sporca direi,Housekeeping,neg,150
Il personale si è dimostrato gentile,Reception,pos,211
Parcheggio custodito convenzionato nelle vicinanze. Colazione nella norma. Unica pecca migliorabile è l'insonorizzazione delle stanze tra loro che non permette un corretto riposo,F&B,pos,11
La camera si presenta non pulita,Housekeeping,neg,77
Sono ritornato in questo albergo a distanza di anni e ho apprezzato la ristrutturazione che lo ha reso ancora più confortevole. Posizione centralissima e personale efficiente e molto cortese. Tariffe un po' troppo elevate.,Reception,pos,6
BUFFET SODDISFACENTE DIREI forse housekeeping,F&B,pos,146
Durante il soggiorno il personale è stato inefficiente,Reception,neg,76
la F&B è tutto abbastanza buono,F&B,pos,191
nel complesso reception lenta,Reception,neg,27
tutto abbastanza buono direi,F&B,pos,126
L'offerta gastronomica è apprezzabile,F&B,pos,70
Il servizio di ristorazione è buona,F&B,pos,93
La camera si presenta poco curata,Housekeeping,neg,157
Durante il soggiorno il cibo è ottima,F&B,pos,0
durante il soggiorno cibo ok reception o forse ristorante,F&B,pos,140
Il livello di pulizia è fresca e pulita,Housekeeping,pos,82
nel complesso camera pulitissima,Housekeeping,pos,28
CIBO FREDDO ALLA F&B,F&B,neg,103
Nel complesso personale ok area servizio,Reception,pos,168
CIBO OK ALLA F&B non so se housekeeping o reception,F&B,pos,164
Abbiamo trovato la camera in ottime condizioni,Housekeeping,pos,172
Il servizio di reception è poco disponibile,Reception,neg,176
Il servizio di reception è scortese,Reception,neg,18
Il servizio di reception è ben organizzato,Reception,pos,9
PERSONALE OK DIREI forse housekeeping,Reception,pos,176
buffet soddisfacente alla F&B area servizzio,F&B,pos,196
L'accoglienza è stata poco disponibile,Reception,neg,73
Il servizio di reception è gentile,Reception,pos,234
DURANTE IL SOGGIORNO STAFF GENTILE area servizioo,Reception,pos,36
PERSONALE SCORTESE DIREI,Reception,neg,64
La qualità del cibo è apprezzabile,F&B,pos,55
Il servizio di ristorazione è apprezzabile,F&B,pos,90
camera lasciata male alla Housekeeping,Housekeeping,neg,169
La camera è maleodorante,Housekeeping,neg,79
CAMERA SPORCA ALLA HOUSEKEEPING,Housekeeping,neg,74
la Reception è staff gentile area servizio,Reception,pos,198
La qualità del cibo è poco varia,F&B,neg,209
Il personale è disorganizzato,Reception,neg,173
Il personale si è dimostrato inefficiente,Reception,neg,185
Il servizio di ristorazione è ottima,F&B,pos,72
La colazione è poco varia,F&B,neg,148
La colazione è ben preparata,F&B,pos,78
Il buffet è di qualità,F&B,pos,126
Durante il soggiorno la camera è stata sporca,Housekeeping,neg,132
Hotel un po' retrò nelle immediate vicinanze della stazione ferroviaria di Bari. Internamente curato. Stanze spaziose e confortevoli. Silenziose la sera almeno lato strada. Molto pulite. Reception cortese. Buona la prima colazione.,Reception,pos,22
Durante il soggiorno la camera è stata ben mantenuta,Housekeeping,pos,75
reception veloce direi non so se housekeeping o reception,Reception,pos,197
La camera è non pulita,Housekeeping,neg,195
Il livello di pulizia è impeccabile,Housekeeping,pos,131
La camera si presenta impeccabile,Housekeeping,pos,227
Personale ok direi reception o forse ristorante,Reception,pos,114
Abbiamo trovato la camera ben mantenuta,Housekeeping,pos,33
BUFFET SODDISFACENTE DIREI,F&B,pos,44
CAMERA PULITISSIMA ALLA HOUSEKEEPING,Housekeeping,pos,166
DURANTE IL SOGGIORNO RECEPTION LENTA,Reception,neg,157
Il personale è poco disponibile,Reception,neg,140
Durante il soggiorno il personale è stato disorganizzato,Reception,neg,11
Poco assortimento direi,F&B,neg,155
La camera è sporca,Housekeeping,neg,15
camera davvero in ordine direi,Housekeeping,pos,112
NEL COMPLESSO TUTTO OK CON LA STANZA,Housekeeping,pos,107
Il servizio di reception è efficiente,Reception,pos,19
RECEPTION LENTA ALLA RECEPTION,Reception,neg,46
NEL COMPLESSO SERVIZIO NON BUONO,Reception,neg,55
La camera risulta piena di polvere,Housekeeping,neg,56
Abbiamo trovato la camera fresca e pulita,Housekeeping,pos,196
Durante il soggiorno cibo ok,F&B,pos,41
NEL COMPLESSO PERSONALE SCORTESE,Reception,neg,54
L'offerta gastronomica è deludente,F&B,neg,113
La reception risulta disorganizzato,Reception,neg,155
Durante il soggiorno cameraa pulitissima,Housekeeping,pos,142
La colazione è soddisfacente,F&B,pos,25
Camera davvero in ordine alla housekeeping,Housekeeping,pos,121
BUONA PULIZIA GENERALE DIREI,Housekeeping,pos,5
La reception risulta poco professionale,Reception,neg,180
La camera si presenta piena di polvere,Housekeeping,neg,42
Durante il soggiorno tutto ok con la stanza,Housekeeping,pos,51
L'accoglienza è stata ben organizzato,Reception,pos,101
La reception è reception veloce reception o forse ristorante,Reception,pos,180
Cibo freddo direi,F&B,neg,134
Il personale è molto disponibile,Reception,pos,137
Reception veloce alla reception area servizio,Reception,pos,48
La reception risulta scortese,Reception,neg,22
Durante il soggiorno non era pulita bene,Housekeeping,neg,108
La camera risulta igienizzata correttamente,Housekeeping,pos,46
Durante il soggiorno il cibo è deludente,F&B,neg,168
la Reception è reception lenta,Reception,neg,97
ACCOGLIENZA BUONA ALLA RECEPTION reception o forse ristorante,Reception,pos,160
Poco assortimento alla f&b,F&B,neg,15
Durante il soggiorno la camera è stata con scarsa igiene,Housekeeping,neg,57
La camera risulta con scarsa igiene,Housekeeping,neg,199
Il buffet è di bassa qualità,F&B,neg,175
L'offerta gastronomica è ottima,F&B,pos,24
Il servizio di ristorazione è poco varia,F&B,neg,17
Durante il soggiorno la camera è stata perfettamente ordinata,Housekeeping,pos,66
la Housekeeping è cmera lasciata male,Housekeeping,neg,167
Durante il soggiorno il cibo è non soddisfacente,F&B,neg,86
Durante il soggiorno il personale è stato ben organizzato,Reception,pos,31
Il servizio di reception è attento alle richieste,Reception,pos,84
Nel complesso accoglienza buona,Reception,pos,66
RECEPTION VELOCE DIREI forse housekeeping,Reception,pos,192
Il livello di pulizia è poco curata,Housekeeping,neg,192
Durante il soggiorno il personale è stato attento alle richieste,Reception,pos,117
Il servizio di ristorazione è non soddisfacente,F&B,neg,94
Durante il soggiorno personale ok forse housekeeping,Reception,pos,0
PULIZIA SCARSA ALLA HOUSEKEEPING,Housekeeping,neg,187
Il personale si è dimostrato poco professionale,Reception,neg,249
Hotel molto comodo al centro. Stanze pulite e spaziose... Noi ci siamo trovati molto bene. Il ragazzo alla reception molto gentile. Consigliatissimo,Reception,pos,2
La camera si presenta maleodorante,Housekeeping,neg,237
Abbiamo trovato la camera maleodorante,Housekeeping,neg,220
L'offerta gastronomica è di qualità,F&B,pos,104
reception veloce direi,Reception,pos,47
Il servizio di ristorazione è di qualità,F&B,pos,5
Abbiamo trovato la camera piena di polvere,Housekeeping,neg,116
La qualità del cibo è fredda,F&B,neg,45
durante il soggiorno camera lasciata male,Housekeeping,neg,57
Il livello di pulizia è piena di polvere,Housekeeping,neg,228
LA RECEPTION È RECEPTION VELOCE,Reception,pos,148
personale scortese alla Reception,Reception,neg,40
La camera si presenta fresca e pulita,Housekeeping,pos,16
reception veloce direi reception o forse ristorante,Reception,pos,177
Durante il soggiorno il personale è stato poco disponibile,Reception,neg,63
cameraa pulitissima direi area servizio,Housekeeping,pos,79
Durante il soggiorno il cibo è di bassa qualità,F&B,neg,3
L'offerta gastronomica è scarsa,F&B,neg,153
Il buffet è soddisfacente,F&B,pos,60
Durante il soggiorno il cibo è varia e gustosa,F&B,pos,110
durante il soggiorno poco assortimento,F&B,neg,83
L'accoglienza è stata lento,Reception,neg,229
L'offerta gastronomica è varia e gustosa,F&B,pos,29
Durante il soggiorno la camera è stata ben curata,Housekeeping,pos,154
Il personale si è dimostrato professionale,Reception,pos,231
L'offerta gastronomica è fredda,F&B,neg,26
La colazione è di bassa qualità,F&B,neg,7
Nel complesso buffet soddisfacente area servizio,F&B,pos,170
Durante il soggiorno la camera è stata molto pulita,Housekeeping,pos,108
Abbiamo trovato la camera ben curata,Housekeeping,pos,238
Nel complesso camra davvero in ordine forse housekeeping,Housekeeping,pos,181
Abbiamo trovato la camera perfettamente ordinata,Housekeeping,pos,118
Il servizio di ristorazione è scarsa,F&B,neg,114
la Reception è accoglienza buona,Reception,pos,110
staff gentile direi non so se housekeeping o reception,Reception,pos,171
La colazione è ottima,F&B,pos,239
Nel complesso staff gentile,Reception,pos,91
La housekeeping è camra sporca reception o forse ristorante,Housekeeping,neg,101
Nel complesso cmera lasciata male,Housekeeping,neg,131
Nel complesso tutto abbastanza buono area servizio,F&B,pos,129
La colazione è di qualità,F&B,pos,181
nel complesso cibo ok reception o forse ristorante,F&B,pos,162
La reception risulta inefficiente,Reception,neg,141
LA F&B È COLAZIONE SCARSA,F&B,neg,118
Il livello di pulizia è igienizzata correttamente,Housekeeping,pos,244
Nel complesso cibo ok area servizio,F&B,pos,130
non era pulita bene direi,Housekeeping,neg,70
Il livello di pulizia è con scarsa igiene,Housekeeping,neg,109
La qualità del cibo è non soddisfacente,F&B,neg,208
Il servizio di ristorazione è fredda,F&B,neg,145
DURANTE IL SOGGIORNO STAFF GENTILE area servizio,Reception,pos,75
La camera risulta impeccabile,Housekeeping,pos,152
LA HOUSEKEEPING È PULIZIA SCARSA,Housekeeping,neg,154
L'offerta gastronomica è buona,F&B,pos,193
L'accoglienza è stata disorganizzato,Reception,neg,83
camera lasciata male direi,Housekeeping,neg,144
L'accoglienza è stata molto disponibile,Reception,pos,165
NEL COMPLESSO SERVIZIO NON BUONO non so se housekeeping o reception,Reception,neg,30
La camera è grande e carina..accogliente e con frigobar.ottima colazione! È vicino ai luoghi come la cattedrale e la basilica...ma anche a tutti i locali,F&B,neg,44
L'accoglienza è stata gentile,Reception,pos,74
DURANTE IL SOGGIORNO TUTTO ABBASTANZA BUONO area servizzio,F&B,pos,179
COLAZIONE SCARSA DIREI,F&B,neg,67
La reception risulta ben organizzato,Reception,pos,210
L'accoglienza è stata cordiale,Reception,pos,119
LA F&B È QUALITÀ BASSA,F&B,neg,190
durante il soggiorno cibo ok area servizio,F&B,pos,159
nel complesso non era pulita bene non so se housekeeping o reception,Housekeeping,neg,125
LA F&B È CIBO FREDDO,F&B,neg,105
Hotel pulito e in posizione strategica.,Housekeeping,pos,10
nel complesso reception veloce,Reception,pos,84
cibo ok direi,F&B,pos,25
Attesa lunga alla reception,Reception,neg,104
Durante il soggiorno la camera è stata igienizzata correttamente,Housekeeping,pos,245
La colazione è deludente,F&B,neg,36
La reception risulta lento,Reception,neg,139
DURANTE IL SOGGIORNO CAMERA PULITISSIMA area servizzio,Housekeeping,pos,86
L'offerta gastronomica è ben preparata,F&B,pos,204
La reception è personale ok area servizio,Reception,pos,152
Durante il soggiorno pulizia scarsa,Housekeeping,neg,11
L'accoglienza è stata efficiente,Reception,pos,59
Il servizio di ristorazione è di bassa qualità,F&B,neg,111
Il personale è gentile,Reception,pos,248
La housekeeping è camra pulitissima,Housekeeping,pos,37
L'offerta gastronomica è di bassa qualità,F&B,neg,6
Nel complesso qualità bassa,F&B,neg,82
STAFF GENTILE ALLA RECEPTION area servizioo,Reception,pos,68
La camera risulta trascurata,Housekeeping,neg,158
Abbiamo trovato la camera non pulita,Housekeeping,neg,150
Durante il soggiorno la camera è stata impeccabile,Housekeeping,pos,177
Durante il soggiorno il personale è stato gentile,Reception,pos,184
Durante il soggiorno il personale è stato efficiente,Reception,pos,10
la F&B è cibo ok,F&B,pos,72
Il buffet è non soddisfacente,F&B,neg,103
Il servizio di ristorazione è soddisfacente,F&B,pos,81
L'accoglienza è stata attento alle richieste,Reception,pos,38
Servizio non buono alla reception,Reception,neg,96
Il livello di pulizia è trascurata,Housekeeping,neg,167
Durante il soggiorno pulizia scarsa non so se housekeeping o reception,Housekeeping,neg,183
durante il soggiorno staff gentile,Reception,pos,88
La camera risulta poco curata,Housekeeping,neg,198
CAMERA PULITISSIMA DIREI,Housekeeping,pos,21
NEL COMPLESSO PERSONALE OK,Reception,pos,61
La camera è in ottime condizioni,Housekeeping,pos,218
Durante il soggiorno il personale è stato molto disponibile,Reception,pos,194
Il servizio di ristorazione è ben preparata,F&B,pos,89
buffet soddisfacente alla F&B,F&B,pos,3
La qualità del cibo è buona,F&B,pos,163
RECEPTION LENTA DIREI,Reception,neg,161
Il buffet è apprezzabile,F&B,pos,147
Il personale si è dimostrato attento alle richieste,Reception,pos,2
La camera è impeccabile,Housekeeping,pos,92
LA RECEPTION È PERSONALE OK,Reception,pos,120
L'offerta gastronomica è non soddisfacente,F&B,neg,69
Durante il soggiorno poco assortimento forse housekeeping,F&B,neg,12
La camera si presenta sporca,Housekeeping,neg,123
personale ok alla Reception,Reception,pos,90
La camera è ben mantenuta,Housekeeping,pos,96
La camera si presenta con scarsa igiene,Housekeeping,neg,143
Durante il soggiorno personale ok,Reception,pos,99
colazionee scarsa direi reception o forse ristorante,F&B,neg,199
La camera si presenta in ottime condizioni,Housekeeping,pos,246
Il buffet è poco varia,F&B,neg,97
LA HOUSEKEEPING È CAMERA PULITISSIMA,Housekeeping,pos,34
Il livello di pulizia è molto pulita,Housekeeping,pos,68
Durante il soggiorno il personale è stato lento,Reception,neg,23
Il servizio di reception è lento,Reception,neg,37
Abbiamo trovato la camera igienizzata correttamente,Housekeeping,pos,144
Il personale è ben organizzato,Reception,pos,122
La camera è con scarsa igiene,Housekeeping,neg,183
Il livello di pulizia è in ottime condizioni,Housekeeping,pos,202
Il livello di pulizia è ben curata,Housekeeping,pos,182
Il livello di pulizia è pulita e ordinata,Housekeeping,pos,67
L'offerta gastronomica è poco varia,F&B,neg,247
La f&b è buffet soddisfacente,F&B,pos,115
durante il soggiorno tutto abbastanza buono,F&B,pos,22
PERSONALE SCORTESE ALLA RECEPTION non so se housekeeping o reception,Reception,neg,73
LA F&B È POCO ASSORTIMENTO,F&B,neg,24
Durante il soggiorno colazionee buona non so se housekeeping o reception,F&B,pos,117
LA RECEPTION È ACCOGLIENZA BUONA forse housekeeping,Reception,pos,136
La qualità del cibo è soddisfacente,F&B,pos,125
Durante il soggiorno il cibo è apprezzabile,F&B,pos,146
camra davvero in ordine alla Housekeeping,Housekeeping,pos,102
Durante il soggiorno buona pulizia generale non so se housekeeping o reception,Housekeeping,pos,184
L'accoglienza è stata scortese,Reception,neg,223
COLAZIONE SCARSA ALLA F&B area servizzio,F&B,neg,138
Durante il soggiorno il cibo è poco varia,F&B,neg,219
Il personale si è dimostrato lento,Reception,neg,129
COLAZIONE SCARSA ALLA F&B,F&B,neg,139
Personale ok alla reception reception o forse ristorante,Reception,pos,153
accoglienza buona direi forse housekeeping,Reception,pos,52
Posizione ottima e petsonale gentile e cortese sono i punti di forza.,Reception,pos,43
La reception è staff gentile,Reception,pos,16
LA HOUSEKEEPING È CAMERA DAVVERO IN ORDINE,Housekeeping,pos,149
staff gentile alla Reception reception o forse ristorante,Reception,pos,18
NEL COMPLESSO POCO ASSORTIMENTO,F&B,neg,182
La camera è igienizzata correttamente,Housekeeping,pos,112
La reception risulta gentile,Reception,pos,179
Durante il soggiorno servizio non buono,Reception,neg,31
attesa lunga direi,Reception,neg,62
COLAZIONE BUONA DIREI,F&B,pos,127
Nel complesso cibo ok forse housekeeping,F&B,pos,194
cameraa davvero in ordine alla Housekeeping,Housekeeping,pos,81
Il personale si è dimostrato molto disponibile,Reception,pos,233
COLAZIONE BUONA DIREI non so se housekeeping o reception,F&B,pos,39
La camera risulta ben curata,Housekeeping,pos,164
Durante il soggiorno il cibo è fredda,F&B,neg,136
La camera si presenta ben mantenuta,Housekeeping,pos,197
reception veloce alla Reception,Reception,pos,8
Il buffet è buona,F&B,pos,232
Durante il soggiorno il cibo è soddisfacente,F&B,pos,115
Abbiamo trovato la camera pulita e ordinata,Housekeeping,pos,120
durante il soggiorno cmera sporca reception o forse ristorante,Housekeeping,neg,71
La camera risulta pulita e ordinata,Housekeeping,pos,224
colazzione scarsa alla F&B,F&B,neg,123
TUTTO OK CON LA STANZA DIREI,Housekeeping,pos,60
La qualità del cibo è di qualità,F&B,pos,127
Nel complesso cibo freddo,F&B,neg,35
durante il soggiorno tutto ok con la stanza area servizio,Housekeeping,pos,132
Durante il soggiorno la camera è stata maleodorante,Housekeeping,neg,107
la Housekeeping è cameraa davvero in ordine reception o forse ristorante,Housekeeping,pos,92
DURANTE IL SOGGIORNO ACCOGLIENZA BUONA,Reception,pos,49
La colazione è scarsa,F&B,neg,133
LA F&B È BUFFET SODDISFACENTE non so se housekeeping o reception,F&B,pos,85
L'accoglienza è stata professionale,Reception,pos,44
reception veloce alla Reception reception o forse ristorante,Reception,pos,175
Il livello di pulizia è perfettamente ordinata,Housekeeping,pos,65
QUALITÀ BASSA ALLA F&B,F&B,neg,33
Il personale si è dimostrato scortese,Reception,neg,85
La colazione è fredda,F&B,neg,242
Il servizio di reception è poco professionale,Reception,neg,186
La reception risulta efficiente,Reception,pos,159
La camera si presenta trascurata,Housekeeping,neg,12
Il servizio di reception è inefficiente,Reception,neg,35
Il servizio di reception è molto disponibile,Reception,pos,28
La camera si presenta pulita e ordinata,Housekeeping,pos,170
Il personale è efficiente,Reception,pos,142
ACCOGLIENZA BUONA ALLA RECEPTION,Reception,pos,119
DURANTE IL SOGGIORNO CAMERA DAVVERO IN ORDINE forse housekeeping,Housekeeping,pos,156
Il buffet è deludente,F&B,neg,221
Il personale si è dimostrato efficiente,Reception,pos,95
La qualità del cibo è di bassa qualità,F&B,neg,51
Abbiamo trovato la camera impeccabile,Housekeeping,pos,240
LA HOUSEKEEPING È TUTTO OK CON LA STANZA non so se housekeeping o reception,Housekeeping,pos,106
qualità bassa direi non so se housekeeping o reception,F&B,neg,128
Il personale si è dimostrato poco disponibile,Reception,neg,178
Il personale è attento alle richieste,Reception,pos,41
cameraa pulitissima alla Housekeeping,Housekeeping,pos,141
La qualità del cibo è varia e gustosa,F&B,pos,206
nel complesso persoale ok,Reception,pos,32
LA HOUSEKEEPING È NON ERA PULITA BENE,Housekeeping,neg,4
Servizio non buono alla reception reception o forse ristorante,Reception,neg,133
La colazione è apprezzabile,F&B,pos,4
DURANTE IL SOGGIORNO RECEPTION VELOCE,Reception,pos,6
La f&b è tutto abbastanza buono forse housekeeping,F&B,pos,165
La camera risulta in ottime condizioni,Housekeeping,pos,100
Il livello di pulizia è ben mantenuta,Housekeeping,pos,226
